ID;cuenca;year;month;n_transacciones;dec_esc;c_minera;caudal_transado;estival;pp_max;qm3_max;lon;lat;dummy_mina;dummy_escasez;log_puf_mean;SPI;log_puf_mean_lag;dummy_dec_esc_lag;caudal_dummy_escasez;escenario
1;44;2005;2;0;0;0;0,1;1;0;0,352;269252,0606;6645413,775;0;0;4,560947102;0;4,560947102;0;0;base
2;44;2005;3;0;0;0;0,1;1;1,73730083;0,274;269252,0606;6645413,775;0;0;4,560947102;0,158268771;4,560947102;0;0;base
3;44;2005;4;0;0;0;0,1;0;0;0,257;269252,0606;6645413,775;0;0;4,560947102;0;4,560947102;0;0;base
120;45;2005;2;0;0;0;4,1;1;1,242798243;0,224787879;320756,3223;6594510,657;0;0;4,910546583;-0,869100046;4,910546583;0;0;base
121;45;2005;3;0;0;0;4,1;1;35,34997552;0,264818182;320756,3223;6594510,657;0;0;4,910546583;1,647069464;4,910546583;0;0;base
122;45;2005;4;0;0;0;4,1;0;10,85628744;0,257909091;320756,3223;6594510,657;0;0;4,910546583;0,159615541;4,910546583;0;0;base
239;47;2005;2;0;0;0;1,0102156;1;0,02052736;0,549230769;318973,2185;6494678,62;0;0;5,379284593;-1,820352048;5,379284593;0;0;base
240;47;2005;3;0;0;0;1,0102156;1;29,14720746;0,618;318973,2185;6494678,62;0;0;5,379284593;1,748766972;5,379284593;0;0;base
241;47;2005;4;0;0;0;1,0102156;0;6,672504657;0,649153846;318973,2185;6494678,62;0;0;5,379284593;0,086686417;5,379284593;0;0;base
358;48;2005;2;0;0;0;1,2;1;0;0,003;279017,7907;6472141,879;0;0;4,602544357;0;4,602544357;0;0;base
359;48;2005;3;0;0;0;1,2;1;12,62969857;0,006333333;279017,7907;6472141,879;0;0;4,602544357;0,361922565;4,602544357;0;0;base
360;48;2005;4;0;0;0;1,2;0;1,64685204;0,010666667;279017,7907;6472141,879;0;0;4,602544357;-0,91332053;4,602544357;0;0;base
477;51;2005;2;0;0;0;2,5;1;0,000647497;0,1434;315654,723;6433715,872;0;0;4,668043666;-2,639787134;4,668043666;0;0;base
478;51;2005;3;0;0;0;2,5;1;30,97018267;0,15;315654,723;6433715,872;0;0;4,668043666;1,501164443;4,668043666;0;0;base
479;51;2005;4;0;0;0;2,5;0;4,74602211;0,098;315654,723;6433715,872;0;0;4,668043666;-0,370671786;4,668043666;0;0;base
596;52;2005;2;0;0;0;6,2501;1;0,000131567;0,193333333;321601,7251;6409548,844;0;0;5,120246901;-3,097035113;5,120246901;0;0;base
597;52;2005;3;0;0;0;6,2501;1;27,33125836;0,201;321601,7251;6409548,844;0;0;5,120246901;1,356415718;5,120246901;0;0;base
598;52;2005;4;0;0;0;6,2501;0;5,364973307;0,163;321601,7251;6409548,844;0;0;5,120246901;-0,37278737;5,120246901;0;0;base
715;53;2005;2;0;0;0;11,24686667;1;0;0,012;276406,0805;6383100,075;0;0;1,028414233;0;1,028414233;0;0;base
716;53;2005;3;0;0;0;11,24686667;1;9,7788873;0,011;276406,0805;6383100,075;0;0;1,028414233;0,560114989;1,028414233;0;0;base
717;53;2005;4;0;0;0;11,24686667;0;2,2142345;0,011;276406,0805;6383100,075;0;0;1,028414233;-0,676214281;1,028414233;0;0;base
834;54;2005;2;0;0;0;2,836707969;1;0,622400453;1,943923077;344556,3868;6372956,136;0;0;6,006970656;-0,954124682;6,006970656;0;0;base
835;54;2005;3;0;0;0;2,836707969;1;31,74421766;1,707076923;344556,3868;6372956,136;0;0;6,006970656;1,896519221;6,006970656;0;0;base
836;54;2005;4;0;0;0;2,836707969;0;11,86854542;1,1775;344556,3868;6372956,136;0;0;6,006970656;0,12246839;6,006970656;0;0;base
953;55;2005;2;0;0;0;8,0114;1;0,732049668;16,1763913;269807,3844;6315109,157;0;0;7,001109047;-1,088873762;7,001109047;0;0;base
954;55;2005;3;0;0;0;8,0114;1;38,8926179;13,8373913;269807,3844;6315109,157;0;0;7,001109047;1,70205742;7,001109047;0;0;base
955;55;2005;4;0;0;0;8,0114;0;18,97664272;10,82465217;269807,3844;6315109,157;0;0;7,001109047;-0,255429021;7,001109047;0;0;base
1072;57;2005;2;0;0;0;6,7;1;0,732049668;16,1763913;351939,7258;6283636,359;0;0;4,463297299;-1,088873762;4,463297299;0;0;base
1073;57;2005;3;1;0;0;6,7;1;38,8926179;13,8373913;351939,7258;6283636,359;0;0;4,463297299;1,70205742;4,463297299;0;0;base
1074;57;2005;4;0;0;0;3,433333334;0;18,97664272;10,82465217;351939,7258;6283636,359;0;0;4,106366402;-0,255429021;4,463297299;0;0;base
1191;60;2005;2;0;0;0;60;1;0,00562216;10,16215;323883,3901;6190201,379;0;0;4,02149697;-2,317174835;4,02149697;0;0;base
1192;60;2005;3;0;0;0;60;1;29,08946851;7,88085;323883,3901;6190201,379;0;0;4,02149697;0,942440776;4,02149697;0;0;base
1193;60;2005;4;0;0;0;60;0;23,28646283;4,39735;323883,3901;6190201,379;0;0;4,02149697;-0,632618132;4,02149697;0;0;base
1310;71;2005;2;0;0;0;31;1;0,00017296;12,52155556;309426,6977;6110482,181;0;0;3,836560741;-3,052445798;3,836560741;0;0;base
1311;71;2005;3;0;0;0;31;1;28,33980012;12,015;309426,6977;6110482,181;0;0;3,836560741;0,471323023;3,836560741;0;0;base
1312;71;2005;4;0;0;0;31;0;25,25972656;8,735555556;309426,6977;6110482,181;0;0;3,836560741;-0,750566061;3,836560741;0;0;base
1429;81;2005;2;0;0;0;13,225;1;0;5,169038462;236796,9474;5931893,018;0;0;2,742392264;0;2,742392264;0;0;base
1430;81;2005;3;0;0;0;13,225;1;36,0846843;5,303038462;236796,9474;5931893,018;0;0;2,742392264;0,157072689;2,742392264;0;0;base
1431;81;2005;4;0;0;0;13,225;0;22,18270804;6,065538462;236796,9474;5931893,018;0;0;2,742392264;-1,266305905;2,742392264;0;0;base
1548;83;2005;2;0;0;0;11,9045;1;3,047231641;26,71702703;238842,9699;5819516,108;0;0;2,579617166;-1,361615664;2,579617166;0;0;base
1549;83;2005;3;0;0;0;11,9045;1;61,76666486;25,0177027;238842,9699;5819516,108;0;0;2,579617166;0,254763153;2,579617166;0;0;base
1550;83;2005;4;0;0;0;11,9045;0;43,6656262;23,77105405;238842,9699;5819516,108;0;0;2,579617166;-1,074152768;2,579617166;0;0;base
1667;101;2005;2;0;0;0;4,31372549;1;6,360441548;23,18553846;196471,5747;5594635,437;0;0;3,681681761;-1,766525343;3,681681761;0;0;base
1668;101;2005;3;0;0;0;4,31372549;1;117,4198183;23,03269231;196471,5747;5594635,437;0;0;3,681681761;0,458863059;3,681681761;0;0;base
1669;101;2005;4;0;0;0;4,31372549;0;94,32754005;25,128;196471,5747;5594635,437;0;0;3,681681761;-0,892588804;3,681681761;0;0;base
1786;103;2005;2;0;0;0;1400;1;16,86192559;29,17477778;186695,3928;5505964,756;0;0;0,138125044;-1,784225737;0,138125044;0;0;base
1787;103;2005;3;0;0;0;1400;1;176,1665689;31,52972222;186695,3928;5505964,756;0;0;0,138125044;1,053713243;0,138125044;0;0;base
1788;103;2005;4;0;0;0;1400;0;144,8703914;36,48672222;186695,3928;5505964,756;0;0;0,138125044;-0,5037421;0,138125044;0;0;base
4;44;2005;5;0;0;0;0,1;0;36,4376557;0,419;269252,0606;6645413,775;0;0;4,560947102;0,937256079;4,560947102;0;0;base
123;45;2005;5;0;0;0;4,1;0;71,00194827;0,728939394;320756,3223;6594510,657;0;0;4,910546583;0,894788805;4,910546583;0;0;base
242;47;2005;5;0;0;0;1,0102156;0;53,54616871;1,548384615;318973,2185;6494678,62;0;0;5,379284593;0,551916561;5,379284593;0;0;base
361;48;2005;5;0;0;0;1,2;0;50,61277033;0,028666667;279017,7907;6472141,879;0;0;4,602544357;0,287777817;4,602544357;0;0;base
480;51;2005;5;0;0;0;2,5;0;58,34892216;0,2254;315654,723;6433715,872;0;0;4,668043666;0,370465072;4,668043666;0;0;base
599;52;2005;5;0;0;0;6,2501;0;60,00789907;0,159666667;321601,7251;6409548,844;0;0;5,120246901;0,395079333;5,120246901;0;0;base
718;53;2005;5;0;0;0;11,24686667;0;96,6001558;0,011;276406,0805;6383100,075;0;0;1,028414233;0,571467506;1,028414233;0;0;base
837;54;2005;5;0;0;0;2,836707969;0;72,42751031;1,596461538;344556,3868;6372956,136;0;0;6,006970656;0,437308786;6,006970656;0;0;base
956;55;2005;5;0;0;0;8,0114;0;152,9780097;13,58826087;269807,3844;6315109,157;0;0;7,001109047;0,750561691;7,001109047;0;0;base
1075;57;2005;5;1;0;0;0,166666667;0;152,9780097;13,58826087;351939,7258;6283636,359;0;0;3,546110443;0,750561691;4,106366402;0;0;base
1194;60;2005;5;0;0;0;60;0;391,2344664;14,5899;323883,3901;6190201,379;0;0;4,02149697;1,176327441;4,02149697;0;0;base
1313;71;2005;5;0;0;0;31;0;581,1265233;35,50055556;309426,6977;6110482,181;0;0;3,836560741;1,331762317;3,836560741;0;0;base
1432;81;2005;5;0;0;0;13,225;0;552,2424011;36,37026923;236796,9474;5931893,018;0;0;2,742392264;1,126830339;2,742392264;0;0;base
1551;83;2005;5;0;0;0;11,9045;0;591,2625129;92,44432432;238842,9699;5819516,108;0;0;2,579617166;1,161966047;2,579617166;0;0;base
1670;101;2005;5;0;0;0;4,31372549;0;666,8024518;128,7378462;196471,5747;5594635,437;0;0;3,681681761;1,647198008;3,681681761;0;0;base
1789;103;2005;5;0;0;0;1400;0;631,641152;117,7016667;186695,3928;5505964,756;0;0;0,138125044;1,774278425;0,138125044;0;0;base
5;44;2005;6;0;0;0;0,1;0;0,16542565;0,441;269252,0606;6645413,775;0;0;4,560947102;-1,587713126;4,560947102;0;0;base
243;47;2005;6;0;0;0;1,0102156;0;124,0966765;3,499230769;318973,2185;6494678,62;0;0;5,379284593;0,868438314;5,379284593;0;0;base
362;48;2005;6;0;0;0;1,2;0;82,67997094;0,018333333;279017,7907;6472141,879;0;0;4,602544357;0,329202836;4,602544357;0;0;base
481;51;2005;6;0;0;0;2,5;0;136,7747416;0,4998;315654,723;6433715,872;0;0;4,668043666;0,792789352;4,668043666;0;0;base
600;52;2005;6;0;0;0;6,2501;0;133,2192074;0,470666667;321601,7251;6409548,844;0;0;5,120246901;0,777891963;5,120246901;0;0;base
719;53;2005;6;0;0;0;11,24686667;0;133,658057;0,011;276406,0805;6383100,075;0;0;1,028414233;0,571573265;1,028414233;0;0;base
838;54;2005;6;0;0;0;2,836707969;0;219,0286146;4,406846154;344556,3868;6372956,136;0;0;6,006970656;1,165709988;6,006970656;0;0;base
957;55;2005;6;0;0;0;8,0114;0;320,7190029;30,45508696;269807,3844;6315109,157;0;0;7,001109047;1,311872418;7,001109047;0;0;base
1076;57;2005;6;0;0;0;0,483333334;0;320,7190029;30,45508696;351939,7258;6283636,359;0;0;5,474749348;1,311872418;3,546110443;0;0;base
1195;60;2005;6;0;0;0;60;0;547,8612088;48,5034;323883,3901;6190201,379;0;0;4,02149697;1,393664431;4,02149697;0;0;base
1314;71;2005;6;0;0;0;31;0;665,8572308;121,854;309426,6977;6110482,181;0;0;3,836560741;1,269654282;3,836560741;0;0;base
1433;81;2005;6;0;0;0;13,225;0;494,8321063;110,6763846;236796,9474;5931893,018;0;0;2,742392264;0,861483452;2,742392264;0;0;base
1552;83;2005;6;0;0;0;11,9045;0;490,7871384;187,8758378;238842,9699;5819516,108;0;0;2,579617166;0,806200196;2,579617166;0;0;base
1671;101;2005;6;0;0;0;4,31372549;0;489,169818;248,6104615;196471,5747;5594635,437;0;0;3,681681761;0,784532434;3,681681761;0;0;base
1790;103;2005;6;0;0;0;1400;0;423,4038772;168,6796111;186695,3928;5505964,756;0;0;0,138125044;0,659514954;0,138125044;0;0;base
6;44;2005;7;0;0;0;0,1;0;2,21945263;0,393;269252,0606;6645413,775;0;0;4,560947102;-0,968396099;4,560947102;0;0;base
125;45;2005;7;0;0;0;4,720833333;0;10,32831849;0,794272727;320756,3223;6594510,657;0;0;4,871162686;-0,722376538;4,910546583;0;0;base
244;47;2005;7;0;0;0;1,0102156;0;11,76392595;2,489384615;318973,2185;6494678,62;0;0;5,379284593;-0,648475043;5,379284593;0;0;base
363;48;2005;7;0;0;0;1,2;0;24,89861056;0,015666667;279017,7907;6472141,879;0;0;4,602544357;-0,5707993;4,602544357;0;0;base
482;51;2005;7;0;0;0;2,5;0;25,23195024;0,3538;315654,723;6433715,872;0;0;4,668043666;-0,526226025;4,668043666;0;0;base
601;52;2005;7;0;0;0;6,2501;0;34,60757171;0,307333333;321601,7251;6409548,844;0;0;5,120246901;-0,395221157;5,120246901;0;0;base
720;53;2005;7;0;0;0;11,24686667;0;51,94903547;0,031;276406,0805;6383100,075;0;0;1,028414233;-0,337424844;1,028414233;0;0;base
839;54;2005;7;0;0;0;2,836707969;0;23,45052965;3,117192308;344556,3868;6372956,136;0;0;6,006970656;-0,521990163;6,006970656;0;0;base
958;55;2005;7;0;0;0;8,0114;0;56,25686878;23,17147826;269807,3844;6315109,157;0;0;7,001109047;-0,37207959;7,001109047;0;0;base
1077;57;2005;7;1;0;0;0,8;0;56,25686878;23,17147826;351939,7258;6283636,359;0;0;6,092447561;-0,37207959;5,474749348;0;0;base
1196;60;2005;7;0;0;0;60;0;160,5671408;33,84035;323883,3901;6190201,379;0;0;4,02149697;-0,063033277;4,02149697;0;0;base
1315;71;2005;7;0;0;0;31;0;261,9309697;71,92244444;309426,6977;6110482,181;0;0;3,836560741;0,088276744;3,836560741;0;0;base
1434;81;2005;7;0;0;0;13,225;0;322,0284285;123,7876538;236796,9474;5931893,018;0;0;2,742392264;0,310706398;2,742392264;0;0;base
1553;83;2005;7;0;0;0;11,9045;0;300,8886015;218,4554054;238842,9699;5819516,108;0;0;2,579617166;0,139442341;2,579617166;0;0;base
1672;101;2005;7;0;0;0;4,31372549;0;288,1098615;201,2893077;196471,5747;5594635,437;0;0;3,681681761;-0,211853338;3,681681761;0;0;base
1791;103;2005;7;0;0;0;1400;0;263,2527269;142,4764444;186695,3928;5505964,756;0;0;0,138125044;-0,384328865;0,138125044;0;0;base
7;44;2005;8;0;0;0;0,1;0;27,79208578;0,395;269252,0606;6645413,775;0;0;4,560947102;0,597791915;4,560947102;0;0;base
126;45;2005;8;0;0;0;5,341666667;0;76,1756241;0,837393939;320756,3223;6594510,657;0;0;4,830163879;0,862192118;4,871162686;0;0;base
245;47;2005;8;0;0;0;1,0102156;0;127,1898377;3,146846154;318973,2185;6494678,62;0;0;5,379284593;1,372568284;5,379284593;0;0;base
364;48;2005;8;0;0;0;1,2;0;126,7139913;0,041666667;279017,7907;6472141,879;0;0;4,602544357;1,207848743;4,602544357;0;0;base
483;51;2005;8;0;0;0;2,5;0;159,7493037;3,0986;315654,723;6433715,872;0;0;4,668043666;1,425292325;4,668043666;0;0;base
602;52;2005;8;0;0;0;6,2501;0;152,7099597;0,623333333;321601,7251;6409548,844;0;0;5,120246901;1,446574788;5,120246901;0;0;base
721;53;2005;8;0;0;0;11,24686667;0;138,3514339;0,417;276406,0805;6383100,075;0;0;1,028414233;1,222243309;1,028414233;0;0;base
840;54;2005;8;0;0;0;2,836707969;0;203,9917023;4,503346154;344556,3868;6372956,136;0;0;6,006970656;1,722772853;6,006970656;0;0;base
959;55;2005;8;0;0;0;8,0114;0;301,8970572;32,9743913;269807,3844;6315109,157;0;0;7,001109047;1,850001575;7,001109047;0;0;base
1078;57;2005;8;0;0;0;10,4;0;301,8970572;32,9743913;351939,7258;6283636,359;0;0;5,411996096;1,850001575;6,092447561;0;0;base
1197;60;2005;8;0;0;0;60;0;458,6920924;49,52285;323883,3901;6190201,379;0;0;4,02149697;1,710815893;4,02149697;0;0;base
1316;71;2005;8;0;0;0;31;0;579,7491274;103,5755556;309426,6977;6110482,181;0;0;3,836560741;1,740486158;3,836560741;0;0;base
1435;81;2005;8;0;0;0;13,225;0;421,7079351;122,7285;236796,9474;5931893,018;0;0;2,742392264;1,44644526;2,742392264;0;0;base
1554;83;2005;8;0;0;0;11,9045;0;396,1742743;202,9855405;238842,9699;5819516,108;0;0;2,579617166;1,204533097;2,579617166;0;0;base
1673;101;2005;8;0;0;0;4,31372549;0;349,5221445;162,9196923;196471,5747;5594635,437;0;0;3,681681761;0,533056696;3,681681761;0;0;base
1792;103;2005;8;0;0;0;1400;0;309,4285275;119,1043889;186695,3928;5505964,756;0;0;0,138125044;0,273962384;0,138125044;0;0;base
8;44;2005;9;0;0;0;0,1;0;6,746267117;0,372;269252,0606;6645413,775;0;0;4,560947102;0,538011695;4,560947102;0;0;base
127;45;2005;9;0;0;0;5,9625;0;29,78750122;1,644909091;320756,3223;6594510,657;0;0;4,787412041;0,789681447;4,830163879;0;0;base
246;47;2005;9;0;0;0;1,0102156;0;30,25616509;5,708923077;318973,2185;6494678,62;0;0;5,379284593;0,690439238;5,379284593;0;0;base
365;48;2005;9;0;0;0;1,2;0;31,32325075;0,070666667;279017,7907;6472141,879;0;0;4,602544357;0,459102496;4,602544357;0;0;base
484;51;2005;9;0;0;0;2,5;0;44,51216734;3,5678;315654,723;6433715,872;0;0;4,668043666;0,661596697;4,668043666;0;0;base
603;52;2005;9;0;0;0;6,2501;0;43,52213938;3,692;321601,7251;6409548,844;0;0;5,120246901;0,64442377;5,120246901;0;0;base
722;53;2005;9;0;0;0;11,24686667;0;24,3240037;0,232;276406,0805;6383100,075;0;0;1,028414233;0,066604462;1,028414233;0;0;base
841;54;2005;9;0;0;0;2,836707969;0;26,52497344;5,203538462;344556,3868;6372956,136;0;0;6,006970656;0,164529617;6,006970656;0;0;base
960;55;2005;9;0;0;0;8,0114;0;45,71089529;27,63969565;269807,3844;6315109,157;0;0;7,001109047;-0,122472209;7,001109047;0;0;base
1079;57;2005;9;1;0;0;20;0;45,71089529;27,63969565;351939,7258;6283636,359;0;0;1,732311445;-0,122472209;5,411996096;0;0;base
1198;60;2005;9;0;0;0;60;0;58,34280309;27,8094;323883,3901;6190201,379;0;0;4,02149697;-0,358488297;4,02149697;0;0;base
1317;71;2005;9;0;0;0;31;0;79,77845988;49,24377778;309426,6977;6110482,181;0;0;3,836560741;-0,423677177;3,836560741;0;0;base
1436;81;2005;9;0;0;0;13,225;0;59,7003511;55,37926923;236796,9474;5931893,018;0;0;2,742392264;-0,930724224;2,742392264;0;0;base
1555;83;2005;9;0;0;0;11,9045;0;59,59795405;148,3275405;238842,9699;5819516,108;0;0;2,579617166;-1,282419001;2,579617166;0;0;base
1674;101;2005;9;0;0;0;4,31372549;0;98,21986654;122,4779231;196471,5747;5594635,437;0;0;3,681681761;-1,264175067;3,681681761;0;0;base
1793;103;2005;9;0;0;0;1400;0;104,6410529;77,89483333;186695,3928;5505964,756;0;0;0,138125044;-1,505767284;0,138125044;0;0;base
9;44;2005;10;0;0;0;0,1;1;2,241666094;0,372;269252,0606;6645413,775;0;0;4,560947102;0,457334349;4,560947102;0;0;base
128;45;2005;10;0;0;0;6,583333333;1;13,34663362;2,129454545;320756,3223;6594510,657;0;0;4,742750539;0,842211942;4,787412041;0;0;base
247;47;2005;10;0;0;0;1,0102156;1;11,45295708;9,408769231;318973,2185;6494678,62;0;0;5,379284593;0,636142796;5,379284593;0;0;base
366;48;2005;10;0;0;0;1,2;1;15,01541306;0,041;279017,7907;6472141,879;0;0;4,602544357;0,824401998;4,602544357;0;0;base
485;51;2005;10;0;0;0;2,5;1;26,26230759;3,01;315654,723;6433715,872;0;0;4,668043666;0,888477847;4,668043666;0;0;base
604;52;2005;10;0;0;0;6,2501;1;24,11122175;1,795666667;321601,7251;6409548,844;0;0;5,120246901;0,750996563;5,120246901;0;0;base
723;53;2005;10;0;0;0;11,24686667;1;21,36610995;0,046;276406,0805;6383100,075;0;0;1,028414233;0,730867471;1,028414233;0;0;base
842;54;2005;10;0;0;0;2,836707969;1;10,58754704;7,002384615;344556,3868;6372956,136;0;0;6,006970656;0,401859959;6,006970656;0;0;base
961;55;2005;10;0;0;0;8,0114;1;21,63903797;28,58752174;269807,3844;6315109,157;0;0;7,001109047;0,101540526;7,001109047;0;0;base
1080;57;2005;10;2;0;0;35;1;21,63903797;28,58752174;351939,7258;6283636,359;0;0;4,432308791;0,101540526;1,732311445;0;0;base
1199;60;2005;10;0;0;0;60;1;40,24518935;21,6839;323883,3901;6190201,379;0;0;4,02149697;0,163972185;4,02149697;0;0;base
1318;71;2005;10;0;0;0;31;1;53,76830127;38,08833333;309426,6977;6110482,181;0;0;3,836560741;-0,034495599;3,836560741;0;0;base
1437;81;2005;10;0;0;0;13,225;1;33,62887999;29,86930769;236796,9474;5931893,018;0;0;2,742392264;-0,806340599;2,742392264;0;0;base
1556;83;2005;10;0;0;0;11,9045;1;42,42119068;109,0658919;238842,9699;5819516,108;0;0;2,579617166;-0,956739916;2,579617166;0;0;base
1675;101;2005;10;0;0;0;4,31372549;1;80,40195629;76,084;196471,5747;5594635,437;0;0;3,681681761;-0,784714488;3,681681761;0;0;base
1794;103;2005;10;1;0;0;1400;1;93,78342034;50,25833333;186695,3928;5505964,756;0;0;0,138125044;-0,908613847;0,138125044;0;0;base
10;44;2005;11;0;0;0;0,1;1;0,032852258;0,33;269252,0606;6645413,775;0;0;4,560947102;-0,274210632;4,560947102;0;0;base
129;45;2005;11;0;0;0;7,204166667;1;0,601442281;3,739666667;320756,3223;6594510,657;0;0;4,696000757;-0,39821941;4,742750539;0;0;base
248;47;2005;11;0;0;0;1,0102156;1;4,302867364;22,94084615;318973,2185;6494678,62;0;0;5,379284593;0,564761629;5,379284593;0;0;base
367;48;2005;11;0;0;0;1,2;1;2,490477809;0,014666667;279017,7907;6472141,879;0;0;4,602544357;0,265098655;4,602544357;0;0;base
486;51;2005;11;0;0;0;2,5;1;6,649456613;2,1672;315654,723;6433715,872;0;0;4,668043666;0,427944266;4,668043666;0;0;base
605;52;2005;11;0;0;0;6,2501;1;7,118316483;1,379333333;321601,7251;6409548,844;0;0;5,120246901;0,47912532;5,120246901;0;0;base
724;53;2005;11;0;0;0;11,24686667;1;10,8871057;0,03;276406,0805;6383100,075;0;0;1,028414233;0,818559868;1,028414233;0;0;base
843;54;2005;11;0;0;0;2,836707969;1;7,510357137;17,04946154;344556,3868;6372956,136;0;0;6,006970656;0,568814126;6,006970656;0;0;base
962;55;2005;11;0;0;0;8,0114;1;19,01317987;46,63208696;269807,3844;6315109,157;0;0;7,001109047;0,565476998;7,001109047;0;0;base
1081;57;2005;11;0;0;0;35,2;1;19,01317987;46,63208696;351939,7258;6283636,359;0;0;3,858611254;0,565476998;4,432308791;0;0;base
1200;60;2005;11;0;0;0;60;1;41,89761849;33,02725;323883,3901;6190201,379;0;0;4,02149697;0,827769977;4,02149697;0;0;base
1319;71;2005;11;0;0;0;31;1;84,35034404;66,82777778;309426,6977;6110482,181;0;0;3,836560741;1,113807521;3,836560741;0;0;base
1438;81;2005;11;0;0;0;13,225;1;85,20449043;30,67184615;236796,9474;5931893,018;0;0;2,742392264;0,889586458;2,742392264;0;0;base
1557;83;2005;11;0;0;0;11,9045;1;161,6492735;108,6667297;238842,9699;5819516,108;0;0;2,579617166;1,374353822;2,579617166;0;0;base
1676;101;2005;11;0;0;0;4,31372549;1;272,8244612;108,1811538;196471,5747;5594635,437;0;0;3,681681761;1,932422613;3,681681761;0;0;base
1795;103;2005;11;1;0;0;50;1;297,0061673;74,25411111;186695,3928;5505964,756;0;0;-0,582819906;2,029639623;0,138125044;0;0;base
11;44;2005;12;0;0;0;0,1;1;0;0,202;269252,0606;6645413,775;0;0;4,560947102;0;4,560947102;0;0;base
130;45;2005;12;0;0;0;7,825;1;0,004236537;2,623848485;320756,3223;6594510,657;0;0;4,64695779;-1,930134248;4,696000757;0;0;base
249;47;2005;12;0;0;0;1,0102156;1;0,00010082;17,89907692;318973,2185;6494678,62;0;0;5,379284593;-2,2719229;5,379284593;0;0;base
368;48;2005;12;0;0;0;1,2;1;0;0,009666667;279017,7907;6472141,879;0;0;4,602544357;0;4,602544357;0;0;base
487;51;2005;12;0;0;0;2,5;1;0;0,9754;315654,723;6433715,872;0;0;4,668043666;0;4,668043666;0;0;base
606;52;2005;12;0;0;0;6,2501;1;0;0,974;321601,7251;6409548,844;0;0;5,120246901;0;5,120246901;0;0;base
725;53;2005;12;0;0;0;11,24686667;1;0;0,018;276406,0805;6383100,075;0;0;1,028414233;0;1,028414233;0;0;base
844;54;2005;12;0;0;0;2,836707969;1;0,074619502;22,10384615;344556,3868;6372956,136;0;0;6,006970656;-1,045258443;6,006970656;0;0;base
963;55;2005;12;0;0;0;8,0114;1;2,929079329;63,02013043;269807,3844;6315109,157;0;0;7,001109047;-0,342028348;7,001109047;0;0;base
1082;57;2005;12;1;0;0;35,4;1;2,929079329;63,02013043;351939,7258;6283636,359;0;0;2,367767662;-0,342028348;3,858611254;0;0;base
1201;60;2005;12;0;0;0;60;1;3,146878956;38,4455;323883,3901;6190201,379;0;0;4,02149697;-0,129016942;4,02149697;0;0;base
1320;71;2005;12;0;0;0;31;1;19,46090441;77,74688889;309426,6977;6110482,181;0;0;3,836560741;0,204287458;3,836560741;0;0;base
1439;81;2005;12;0;0;0;13,225;1;71,95188284;22,20169231;236796,9474;5931893,018;0;0;2,742392264;0,873783322;2,742392264;0;0;base
1558;83;2005;12;0;0;0;11,9045;1;70,26099525;89,48151351;238842,9699;5819516,108;0;0;2,579617166;0,445768909;2,579617166;0;0;base
1677;101;2005;12;0;0;0;4,31372549;1;70,37213216;132,9476154;196471,5747;5594635,437;0;0;3,681681761;-0,160781028;3,681681761;0;0;base
1796;103;2005;12;2;0;0;10,75;1;68,2308187;77,90416667;186695,3928;5505964,756;0;0;3,948694446;-0,585143827;-0,582819906;0;0;base
124;45;2005;6;2;0;1;4,1;0;84,34929817;0,993787879;320756,3223;6594510,657;1;0;4,910546583;0,65324883;4,910546583;0;0;base
12;44;2006;1;0;0;0;0,1;1;0;0,164;269252,0606;6645413,775;0;0;4,560947102;0;4,560947102;0;0;base
13;44;2006;2;0;0;0;0,1;1;0;0,125;269252,0606;6645413,775;0;0;4,560947102;0;4,560947102;0;0;base
14;44;2006;3;0;0;0;0,1;1;0;0,121;269252,0606;6645413,775;0;0;4,560947102;0;4,560947102;0;0;base
15;44;2006;4;0;0;0;0,1;0;0;0,158;269252,0606;6645413,775;0;0;4,560947102;0;4,560947102;0;0;base
16;44;2006;5;0;0;0;0,1;0;0;0,28;269252,0606;6645413,775;0;0;4,560947102;0;4,560947102;0;0;base
17;44;2006;6;0;0;0;0,1;0;25,62041796;0,343;269252,0606;6645413,775;0;0;4,560947102;0,354786685;4,560947102;0;0;base
18;44;2006;7;0;0;0;0,1;0;51,10302426;0,447;269252,0606;6645413,775;0;0;4,560947102;0,759410856;4,560947102;0;0;base
19;44;2006;8;0;0;0;0,1;0;0,045275715;0,378;269252,0606;6645413,775;0;0;4,560947102;-2,593496823;4,560947102;0;0;base
20;44;2006;9;0;0;0;0,1;0;0,31662887;0,351;269252,0606;6645413,775;0;0;4,560947102;-0,898188783;4,560947102;0;0;base
21;44;2006;10;0;0;0;0,1;1;11,0577554;0,47;269252,0606;6645413,775;0;0;4,560947102;1,229847583;4,560947102;0;0;base
22;44;2006;11;0;0;0;0,1;1;0,014320828;0,41;269252,0606;6645413,775;0;0;4,560947102;-0,44145561;4,560947102;0;0;base
23;44;2006;12;0;0;0;0,1;1;0;0,388;269252,0606;6645413,775;0;0;4,560947102;0;4,560947102;0;0;base
131;45;2006;1;0;0;0;8,445833333;1;4,105718373;1,281181818;320756,3223;6594510,657;0;0;4,595385007;0,172685877;4,64695779;0;0;base
132;45;2006;2;0;0;0;9,066666667;1;10,47295338;0,825454545;320756,3223;6594510,657;0;0;4,541007151;0,990584989;4,595385007;0;0;base
