"","cuenca","year","month","pp_mes"
"1463",44,2016,11,0
"1464",44,2016,12,0.28563258
"1465",44,2017,1,0
"1466",44,2017,2,0.022610138
"1467",44,2017,3,0
"1468",44,2017,4,0
"1469",44,2017,5,140.2456701
"1470",44,2017,6,53.02996374
"1471",44,2017,7,0.27462205
"1472",44,2017,8,7.7199996
"1473",44,2017,9,0.28469947
"1474",44,2017,10,0
"1475",44,2017,11,0.12120226
"1476",44,2017,12,0
"1477",44,2018,1,0
"1478",44,2018,2,0
"1479",44,2018,3,0
"1480",44,2018,4,2.4989636
"1481",44,2018,5,0.53761175
"1482",44,2018,6,32.0899948262
"1483",44,2018,7,11.8257998166
"1484",44,2018,8,0
"1485",44,2018,9,0
"1486",44,2018,10,2.0495395
"1487",44,2018,11,0
"1488",44,2018,12,0
"1489",44,2019,1,0
"1490",44,2019,2,0
"1491",44,2019,3,0.0046089986
"1492",44,2019,4,5.6476472
"1493",44,2019,5,7.4063763
"1494",44,2019,6,0.738467753
"1495",44,2019,7,0
"1496",44,2019,8,0
"1497",44,2019,9,1.1586966
"1498",44,2019,10,0.58369291
"1499",44,2019,11,0
"1500",44,2019,12,0
"1501",44,2020,1,0
"1502",44,2020,2,0
"1503",44,2020,3,0
"1504",44,2020,4,0
"1505",44,2020,5,0
"1506",44,2020,6,0
"1507",44,2020,7,0
"1508",44,2020,8,0
"1509",44,2020,9,0
"1510",44,2020,10,0
"1511",44,2020,11,0
"1512",44,2020,12,0
"1513",45,1979,1,4.0017383509303
"1514",45,1979,2,4.06402489267188
"1515",45,1979,3,0.648439233760606
"1516",45,1979,4,19.1473656523764
"1517",45,1979,5,2.19835645330303
"1518",45,1979,6,0.335587129636364
"1519",45,1979,7,50.8544078450788
"1520",45,1979,8,10.6298314823648
"1521",45,1979,9,19.2147522268945
"1522",45,1979,10,0.0193035454254545
"1523",45,1979,11,0.380321754027273
"1524",45,1979,12,0.972382775632424
"1525",45,1980,1,6.79853791492626
"1526",45,1980,2,15.514608596154
"1527",45,1980,3,1.52059099663424
"1528",45,1980,4,147.455170217803
"1529",45,1980,5,14.8144149966419
"1530",45,1980,6,25.2743503935485
"1531",45,1980,7,91.9420939451111
"1532",45,1980,8,11.9313387090909
"1533",45,1980,9,14.2014482092645
"1534",45,1980,10,11.4367724510972
"1535",45,1980,11,9.08959601121212
"1536",45,1980,12,2.84658274333655
"1537",45,1981,1,2.01242838326148
"1538",45,1981,2,13.3136719916718
"1539",45,1981,3,0
"1540",45,1981,4,8.44370610945152
"1541",45,1981,5,68.8933737350909
"1542",45,1981,6,6.86868660429182
"1543",45,1981,7,18.0528090956364
"1544",45,1981,8,56.989866613293
"1545",45,1981,9,12.6867774191418
"1546",45,1981,10,1.34920833797263
"1547",45,1981,11,3.77476920451012
"1548",45,1981,12,0.0683303783034546
"1549",45,1982,1,3.07744657182802
"1550",45,1982,2,1.2696971525703
"1551",45,1982,3,14.4375957917366
"1552",45,1982,4,0
"1553",45,1982,5,86.0592563015485
"1554",45,1982,6,147.959087447347
"1555",45,1982,7,99.9534165654057
"1556",45,1982,8,75.4702839528879
"1557",45,1982,9,66.1178155086909
"1558",45,1982,10,3.92215192609303
"1559",45,1982,11,0.598478071727273
"1560",45,1982,12,1.68799873294106
"1561",45,1983,1,6.16519101125909
"1562",45,1983,2,11.3427559826064
"1563",45,1983,3,2.13548241860909
"1564",45,1983,4,10.1137071670203
"1565",45,1983,5,29.0550342731259
"1566",45,1983,6,18.9842144714236
"1567",45,1983,7,146.12367248261
"1568",45,1983,8,101.456381990161
"1569",45,1983,9,21.2136384646452
"1570",45,1983,10,1.01749273735152
"1571",45,1983,11,0.547564328460606
"1572",45,1983,12,0.95664628658303
"1573",45,1984,1,5.75837025429939
"1574",45,1984,2,2.41937263356118
"1575",45,1984,3,34.84469496422
"1576",45,1984,4,4.19874727160576
"1577",45,1984,5,13.7143414919676
"1578",45,1984,6,51.6504847811235
"1579",45,1984,7,512.718046794752
"1580",45,1984,8,18.4498524287248
"1581",45,1984,9,21.7443013282247
"1582",45,1984,10,4.22607825967359
"1583",45,1984,11,12.9028746914582
"1584",45,1984,12,1.90659897115697
"1585",45,1985,1,13.6410865195815
"1586",45,1985,2,1.37149466343606
"1587",45,1985,3,10.2259944417136
"1588",45,1985,4,0.200900293731758
"1589",45,1985,5,4.82222178785152
"1590",45,1985,6,7.1511722067297
"1591",45,1985,7,60.5795867527085
"1592",45,1985,8,10.6472336224467
"1593",45,1985,9,8.46000935989306
"1594",45,1985,10,20.8113414828893
"1595",45,1985,11,0.00029275941030303
"1596",45,1985,12,0.118991419194545
"1597",45,1986,1,0.0223018695084848
"1598",45,1986,2,6.67633420473865
"1599",45,1986,3,0.0251149891928788
"1600",45,1986,4,7.02482864437576
"1601",45,1986,5,76.0693190424106
"1602",45,1986,6,59.8165872417009
"1603",45,1986,7,22.3474316730515
"1604",45,1986,8,42.1178240226824
"1605",45,1986,9,11.0271231314919
"1606",45,1986,10,20.1132110964979
"1607",45,1986,11,1.21992562235294
"1608",45,1986,12,0.761280680275758
"1609",45,1987,1,3.35220602556727
"1610",45,1987,2,10.232959900967
"1611",45,1987,3,25.5032705621845
"1612",45,1987,4,5.05316217566152
"1613",45,1987,5,79.7286372875301
"1614",45,1987,6,47.9600073488606
"1615",45,1987,7,373.046649249614
"1616",45,1987,8,175.289139194164
"1617",45,1987,9,3.4898250286669
"1618",45,1987,10,20.0261725322285
"1619",45,1987,11,2.94743473371606
"1620",45,1987,12,3.10602561410909
"1621",45,1988,1,1.03175978387061
"1622",45,1988,2,2.06224098913333
"1623",45,1988,3,0
"1624",45,1988,4,0.675389424606061
"1625",45,1988,5,5.61101556093939
"1626",45,1988,6,18.2893312923745
"1627",45,1988,7,20.0871871949596
"1628",45,1988,8,17.6464976677432
"1629",45,1988,9,14.6528673010648
"1630",45,1988,10,0
"1631",45,1988,11,2.80216548139394
"1632",45,1988,12,5.81990855926164
"1633",45,1989,1,8.27035837316858
"1634",45,1989,2,0.813553181458697
"1635",45,1989,3,1.05984905465758
"1636",45,1989,4,15.4535719690606
"1637",45,1989,5,49.6539408821212
"1638",45,1989,6,4.15633216928161
"1639",45,1989,7,43.6490998025152
"1640",45,1989,8,115.683077373025
"1641",45,1989,9,22.6510917653477
"1642",45,1989,10,0
"1643",45,1989,11,2.61554840115152
"1644",45,1989,12,5.419775447549
"1645",45,1990,1,0.727279304566849
"1646",45,1990,2,4.93580911912212
"1647",45,1990,3,4.79177344624242
"1648",45,1990,4,15.4516790294928
"1649",45,1990,5,4.17440965151515
"1650",45,1990,6,5.35920588857164
"1651",45,1990,7,33.7953173847913
"1652",45,1990,8,17.3535121038603
"1653",45,1990,9,39.871440304183
"1654",45,1990,10,4.19893151007406
"1655",45,1990,11,0.0417715059228333
"1656",45,1990,12,0.0528852246741818
"1657",45,1991,1,1.47677092927809
"1658",45,1991,2,0.0223426535006061
"1659",45,1991,3,0
"1660",45,1991,4,20.9488879687545
"1661",45,1991,5,60.8109501051073
"1662",45,1991,6,194.792137478862
"1663",45,1991,7,81.8747844522424
"1664",45,1991,8,7.51181564301661
"1665",45,1991,9,43.0048382106359
"1666",45,1991,10,1.63753704492522
"1667",45,1991,11,2.62696029273369
"1668",45,1991,12,12.3462381936383
"1669",45,1992,1,0.839284668829307
"1670",45,1992,2,9.53281970896818
"1671",45,1992,3,29.1301101234148
"1672",45,1992,4,39.6922414666724
"1673",45,1992,5,47.9436353059738
"1674",45,1992,6,191.954075119888
"1675",45,1992,7,31.8319663361948
"1676",45,1992,8,63.6970580546261
"1677",45,1992,9,0.220242087329455
"1678",45,1992,10,1.31709693616479
"1679",45,1992,11,17.9496646072586
"1680",45,1992,12,0.728310270152576
"1681",45,1993,1,0.730874258029091
"1682",45,1993,2,14.8970236963116
"1683",45,1993,3,0.493195776302
"1684",45,1993,4,35.3304537564709
"1685",45,1993,5,116.707161540855
"1686",45,1993,6,12.3917124230303
"1687",45,1993,7,26.9279838135744
"1688",45,1993,8,23.2757825639439
"1689",45,1993,9,16.4870551520712
"1690",45,1993,10,1.95466018138029
"1691",45,1993,11,1.47940264633636
"1692",45,1993,12,0.29972639169697
"1693",45,1994,1,0.583234515454545
"1694",45,1994,2,3.10700889889288
"1695",45,1994,3,0.0413774523939394
"1696",45,1994,4,0.982912425128273
"1697",45,1994,5,6.51172324369394
"1698",45,1994,6,19.6349311755518
"1699",45,1994,7,75.7351043600394
"1700",45,1994,8,14.8650515914324
"1701",45,1994,9,5.86162200632333
"1702",45,1994,10,1.91377211114612
"1703",45,1994,11,0.0897433186648485
"1704",45,1994,12,0
"1705",45,1995,1,18.8867379782788
"1706",45,1995,2,4.71088353193014
"1707",45,1995,3,0.189759121561818
"1708",45,1995,4,14.1062294945284
"1709",45,1995,5,0.673854771818182
"1710",45,1995,6,17.0233400117848
"1711",45,1995,7,12.56577497513
"1712",45,1995,8,5.20903866450992
"1713",45,1995,9,30.2449880171597
"1714",45,1995,10,2.90345310444
"1715",45,1995,11,2.09490492466364
"1716",45,1995,12,9.1518398565103
"1717",45,1996,1,9.10794235676255
"1718",45,1996,2,0.274546134245455
"1719",45,1996,3,0
"1720",45,1996,4,38.4746851711909
"1721",45,1996,5,0.942771967518182
"1722",45,1996,6,40.0472546738964
"1723",45,1996,7,28.7729780956364
"1724",45,1996,8,84.1359057153503
"1725",45,1996,9,11.3535252272567
"1726",45,1996,10,7.02691253969697
"1727",45,1996,11,0
"1728",45,1996,12,0.667828309148788
"1729",45,1997,1,4.04350167701212
"1730",45,1997,2,1.65139451708348
"1731",45,1997,3,5.3453288292497
"1732",45,1997,4,0.347008165315151
"1733",45,1997,5,35.4082250938528
"1734",45,1997,6,355.394568343511
"1735",45,1997,7,44.8421282357333
"1736",45,1997,8,189.565495871719
"1737",45,1997,9,34.4986154234215
"1738",45,1997,10,56.4246948766123
"1739",45,1997,11,1.15572404456109
"1740",45,1997,12,5.28198689818091
"1741",45,1998,1,0.0261109246751515
"1742",45,1998,2,25.1513768991906
"1743",45,1998,3,11.397170965793
"1744",45,1998,4,44.2407951337868
"1745",45,1998,5,12.7839417431642
"1746",45,1998,6,42.2912026047227
"1747",45,1998,7,6.33358424142424
"1748",45,1998,8,1.91824992624455
"1749",45,1998,9,4.47580995880697
"1750",45,1998,10,0.461654835634061
"1751",45,1998,11,0.0328971605060606
"1752",45,1998,12,1.40546621606639
"1753",45,1999,1,8.69649932196667
"1754",45,1999,2,0.731029618168485
"1755",45,1999,3,18.9237407258192
"1756",45,1999,4,18.1764147783152
"1757",45,1999,5,24.7964551064729
"1758",45,1999,6,21.6898454605273
"1759",45,1999,7,2.66306218246394
"1760",45,1999,8,26.648572873003
"1761",45,1999,9,66.251360223947
"1762",45,1999,10,21.5617355538995
"1763",45,1999,11,3.74209986496061
"1764",45,1999,12,0.0972179256663333
"1765",45,2000,1,1.35252537250162
"1766",45,2000,2,6.86897460840479
"1767",45,2000,3,0.313265997909091
"1768",45,2000,4,18.3208588384418
"1769",45,2000,5,34.1641238331385
"1770",45,2000,6,142.160158584661
"1771",45,2000,7,53.5450302626939
"1772",45,2000,8,4.55160840137578
"1773",45,2000,9,58.549316312803
"1774",45,2000,10,1.9973472206623
"1775",45,2000,11,11.1608122593818
"1776",45,2000,12,1.62124573356082
"1777",45,2001,1,0.960740784233636
"1778",45,2001,2,1.75304655551515
"1779",45,2001,3,27.8550214221521
"1780",45,2001,4,10.0598607348457
"1781",45,2001,5,35.1308326376485
"1782",45,2001,6,0
"1783",45,2001,7,117.806974370952
"1784",45,2001,8,62.4010020872033
"1785",45,2001,9,21.5040593962539
"1786",45,2001,10,13.0053983236558
"1787",45,2001,11,0.287438616969636
"1788",45,2001,12,3.76789035815606
"1789",45,2002,1,4.18770228317439
"1790",45,2002,2,0.0929032466753333
"1791",45,2002,3,1.36969466998788
"1792",45,2002,4,11.7880966303945
"1793",45,2002,5,192.113577528846
"1794",45,2002,6,101.309451861735
"1795",45,2002,7,131.767379985818
"1796",45,2002,8,67.6405989979135
"1797",45,2002,9,16.4859788618585
"1798",45,2002,10,3.35140002787879
"1799",45,2002,11,0
"1800",45,2002,12,5.32004878395576
"1801",45,2003,1,0.511710994704242
"1802",45,2003,2,1.38237101226861
"1803",45,2003,3,0.506927926319091
"1804",45,2003,4,2.81771091998212
"1805",45,2003,5,100.112154609008
"1806",45,2003,6,27.0542887166345
"1807",45,2003,7,49.207043323847
"1808",45,2003,8,4.25821323356394
"1809",45,2003,9,3.56677007958879
"1810",45,2003,10,0.0224873317117861
"1811",45,2003,11,0.603046782651515
"1812",45,2003,12,0.0574324677060606
"1813",45,2004,1,4.00779401587273
"1814",45,2004,2,7.1681021954565
"1815",45,2004,3,15.6348202492273
"1816",45,2004,4,36.7885019371555
"1817",45,2004,5,7.95526472517576
"1818",45,2004,6,9.18698604666667
"1819",45,2004,7,72.3144642188449
"1820",45,2004,8,62.7548776189735
"1821",45,2004,9,20.6058069170641
"1822",45,2004,10,9.22831522015864
"1823",45,2004,11,27.9452506852391
"1824",45,2004,12,0.0903959317406061
"1825",45,2005,1,5.4126025803103
"1826",45,2005,2,1.24279824348788
"1827",45,2005,3,35.34997552305
"1828",45,2005,4,10.8562874364303
"1829",45,2005,5,71.0019482659939
"1830",45,2005,6,84.3492981718151
"1831",45,2005,7,10.3283184851922
"1832",45,2005,8,76.1756240972636
"1833",45,2005,9,29.7875012164373
"1834",45,2005,10,13.3466336184497
"1835",45,2005,11,0.601442281312727
"1836",45,2005,12,0.00423653658818182
"1837",45,2006,1,4.10571837319424
"1838",45,2006,2,10.4729533842923
"1839",45,2006,3,0.839476249121515
"1840",45,2006,4,1.45540904257061
"1841",45,2006,5,6.84570995680064
"1842",45,2006,6,43.7478870829091
"1843",45,2006,7,164.005623664434
"1844",45,2006,8,4.15088669186788
"1845",45,2006,9,0.291981196203403
"1846",45,2006,10,19.2678794632815
"1847",45,2006,11,2.32371300898788
"1848",45,2006,12,0.752592104973939
"1849",45,2007,1,7.50555227522133
"1850",45,2007,2,10.2721287502827
"1851",45,2007,3,12.3761864662879
"1852",45,2007,4,13.411617058598
"1853",45,2007,5,24.8955192022973
"1854",45,2007,6,98.4470360876882
"1855",45,2007,7,48.7641731237733
"1856",45,2007,8,18.6910348868282
"1857",45,2007,9,0.345152118890909
"1858",45,2007,10,4.1724479859697
"1859",45,2007,11,3.20586847469667
"1860",45,2007,12,1.70740142456988
"1861",45,2008,1,3.28462566813806
"1862",45,2008,2,3.16882676825069
"1863",45,2008,3,12.2519504537224
"1864",45,2008,4,4.59010416446288
"1865",45,2008,5,79.6746419085191
"1866",45,2008,6,53.2820031436621
"1867",45,2008,7,28.2360972897241
"1868",45,2008,8,114.348187071244
"1869",45,2008,9,17.4956889545297
"1870",45,2008,10,0.7396383413
"1871",45,2008,11,1.04771909904273
"1872",45,2008,12,1.10570596279697
"1873",45,2009,1,4.70020579305242
"1874",45,2009,2,4.65237606191364
"1875",45,2009,3,1.2013931326697
"1876",45,2009,4,0.0543451805151515
"1877",45,2009,5,5.72372059059018
"1878",45,2009,6,44.9330420948041
"1879",45,2009,7,20.3234779969424
"1880",45,2009,8,53.8013973657396
"1881",45,2009,9,6.54947828646485
"1882",45,2009,10,0.202036758593939
"1883",45,2009,11,1.22432677756445
"1884",45,2009,12,0.0238419551818182
"1885",45,2010,1,5.71693386724703
"1886",45,2010,2,3.57622636415515
"1887",45,2010,3,0
"1888",45,2010,4,3.84865936839542
"1889",45,2010,5,73.0623905097973
"1890",45,2010,6,61.1901270278135
"1891",45,2010,7,19.7657042920145
"1892",45,2010,8,10.7089328566667
"1893",45,2010,9,29.209846710897
"1894",45,2010,10,2.86031298885152
"1895",45,2010,11,12.3862571228885
"1896",45,2010,12,0.673900464329091
"1897",45,2011,1,1.42597846875063
"1898",45,2011,2,6.70044635622464
"1899",45,2011,3,1.37308103131152
"1900",45,2011,4,2.73183470030303
"1901",45,2011,5,3.28030215094818
"1902",45,2011,6,133.777723638546
"1903",45,2011,7,38.5509673055182
"1904",45,2011,8,28.5479258195476
"1905",45,2011,9,0.0141291001424242
"1906",45,2011,10,5.97777560679
"1907",45,2011,11,0.333698344764848
"1908",45,2011,12,1.42269883296515
"1909",45,2012,1,9.10495875558782
"1910",45,2012,2,6.73645721839091
"1911",45,2012,3,0.000539384513939394
"1912",45,2012,4,24.3996708179045
"1913",45,2012,5,32.9682538437515
"1914",45,2012,6,25.5594795998427
"1915",45,2012,7,0.310710250966667
"1916",45,2012,8,42.1899113795333
"1917",45,2012,9,2.27580750699251
"1918",45,2012,10,7.18197573558788
"1919",45,2012,11,1.12113665234242
"1920",45,2012,12,2.36516415996303
"1921",45,2013,1,18.9287124630082
"1922",45,2013,2,4.87898947125866
"1923",45,2013,3,0.00708763418424242
"1924",45,2013,4,0.993326183419212
"1925",45,2013,5,78.5166401562788
"1926",45,2013,6,14.2342409562761
"1927",45,2013,7,11.6439446560879
"1928",45,2013,8,17.1246920853567
"1929",45,2013,9,4.95933836477485
"1930",45,2013,10,4.73138967506836
"1931",45,2013,11,11.1194115301682
"1932",45,2013,12,0.846288759134242
"1933",45,2014,1,4.74275484745121
"1934",45,2014,2,3.64033305118875
"1935",45,2014,3,3.68266605154997
"1936",45,2014,4,2.70776093978788
"1937",45,2014,5,2.98419053787727
"1938",45,2014,6,63.5493250690039
"1939",45,2014,7,8.51945807044545
"1940",45,2014,8,15.5651508057055
"1941",45,2014,9,21.2735773677894
"1942",45,2014,10,6.71296310397714
"1943",45,2014,11,1.23237503559373
"1944",45,2014,12,0.777389005866667
"1945",45,2015,1,0.08372311345
"1946",45,2015,2,6.75091210218182
"1947",45,2015,3,27.0431164223473
"1948",45,2015,4,1.36605110871818
"1949",45,2015,5,0
"1950",45,2015,6,0
"1951",45,2015,7,52.9348634310885
"1952",45,2015,8,143.710614852864
"1953",45,2015,9,28.105553017253
"1954",45,2015,10,49.2819957842365
"1955",45,2015,11,2.04957380239506
"1956",45,2015,12,0.476106454700606
"1957",45,2016,1,3.07602987701618
"1958",45,2016,2,0.359177591032727
"1959",45,2016,3,1.82875956610727
"1960",45,2016,4,85.5257473639848
"1961",45,2016,5,60.4323523914214
"1962",45,2016,6,106.574943452788
"1963",45,2016,7,62.7494871011636
"1964",45,2016,8,1.26822424876782
"1965",45,2016,9,0
"1966",45,2016,10,14.6685146705758
"1967",45,2016,11,3.86199121123939
"1968",45,2016,12,9.43867574460606
"1969",45,2017,1,1.45818804025061
"1970",45,2017,2,7.63798920953415
"1971",45,2017,3,0.238576390376606
"1972",45,2017,4,2.02476966950148
"1973",45,2017,5,184.793459074418
"1974",45,2017,6,68.2208063167787
"1975",45,2017,7,3.9201948802697
"1976",45,2017,8,25.1223122857042
"1977",45,2017,9,8.94499696300619
"1978",45,2017,10,0.108921480854545
"1979",45,2017,11,0.136193144030606
"1980",45,2017,12,0.569946930211664
"1981",45,2018,1,3.04067840066461
"1982",45,2018,2,2.44408068384327
"1983",45,2018,3,0
"1984",45,2018,4,1.14012757416212
"1985",45,2018,5,13.2285713008242
"1986",45,2018,6,59.5654848254388
"1987",45,2018,7,32.3245267252785
"1988",45,2018,8,1.93630371821215
"1989",45,2018,9,0.275862114545455
"1990",45,2018,10,32.3870898984455
"1991",45,2018,11,3.62107072727273
"1992",45,2018,12,2.31428771728121
"1993",45,2019,1,4.93987956153424
"1994",45,2019,2,2.880340314138
"1995",45,2019,3,0.146647322189394
"1996",45,2019,4,5.25945414629394
"1997",45,2019,5,18.4721114204318
"1998",45,2019,6,24.4613487612154
"1999",45,2019,7,3.53322869760606
"2000",45,2019,8,0
"2001",45,2019,9,17.0833383231924
"2002",45,2019,10,5.79832117611
"2003",45,2019,11,0
"2004",45,2019,12,0
"2005",45,2020,1,6.05649744481242
"2006",45,2020,2,0.904285030412121
"2007",45,2020,3,0
"2008",45,2020,4,1.5998735708393
"2009",45,2020,5,0
"2010",45,2020,6,0
"2011",45,2020,7,0
"2012",45,2020,8,0
"2013",45,2020,9,0
"2014",45,2020,10,0
"2015",45,2020,11,0
"2016",45,2020,12,0
"2017",47,1979,1,2.09748975004
"2018",47,1979,2,0.147380805316923
"2019",47,1979,3,0.000865439402307692
"2020",47,1979,4,6.29076754961538
"2021",47,1979,5,4.15317494769231
"2022",47,1979,6,0
"2023",47,1979,7,71.4022023156154
"2024",47,1979,8,35.5646315321177
"2025",47,1979,9,13.9595313755608
"2026",47,1979,10,0
"2027",47,1979,11,0.176681003185385
"2028",47,1979,12,0.877854881373077
"2029",47,1980,1,13.8416188718361
"2030",47,1980,2,13.7137668142624
"2031",47,1980,3,0.258830654220769
"2032",47,1980,4,155.937430736929
"2033",47,1980,5,18.94996383108
"2034",47,1980,6,35.3550442501666
"2035",47,1980,7,97.9494499019392
"2036",47,1980,8,6.95676104893308
"2037",47,1980,9,27.4305778522308
"2038",47,1980,10,9.79617979693615
"2039",47,1980,11,9.69168602031538
"2040",47,1980,12,6.98605568593077
"2041",47,1981,1,1.20390231081849
"2042",47,1981,2,14.5667581133809
"2043",47,1981,3,0
"2044",47,1981,4,2.87217046601538
"2045",47,1981,5,89.4418455476646
"2046",47,1981,6,10.1385195305231
"2047",47,1981,7,20.3705539698977
"2048",47,1981,8,41.4448072394031
"2049",47,1981,9,5.30169254993846
"2050",47,1981,10,0.0477444206353846
"2051",47,1981,11,0.231779571201846
"2052",47,1981,12,0.564121530997692
"2053",47,1982,1,1.09302871787914
"2054",47,1982,2,0.773972577090892
"2055",47,1982,3,17.1178724749312
"2056",47,1982,4,0
"2057",47,1982,5,104.75057049
"2058",47,1982,6,240.965010379959
"2059",47,1982,7,112.069818183581
"2060",47,1982,8,106.39903998485
"2061",47,1982,9,64.5181690284846
"2062",47,1982,10,9.12324351508254
"2063",47,1982,11,0.00201210236923077
"2064",47,1982,12,2.37143982542308
"2065",47,1983,1,11.6346023823245
"2066",47,1983,2,4.06676945676749
"2067",47,1983,3,0.0428995242093846
"2068",47,1983,4,6.21657139338746
"2069",47,1983,5,31.0173599555747
"2070",47,1983,6,41.5311521213884
"2071",47,1983,7,161.697393974769
"2072",47,1983,8,82.4148250832385
"2073",47,1983,9,10.6571537847488
"2074",47,1983,10,0.129092916516154
"2075",47,1983,11,0.199463187507692
"2076",47,1983,12,0.00101641759538462
"2077",47,1984,1,6.78504271413038
"2078",47,1984,2,0.272691105935
"2079",47,1984,3,22.3853024279631
"2080",47,1984,4,1.62606360266154
"2081",47,1984,5,25.97022136839
"2082",47,1984,6,50.0857900601608
"2083",47,1984,7,510.711828067385
"2084",47,1984,8,21.4096851953
"2085",47,1984,9,31.0489224963794
"2086",47,1984,10,3.88160155515846
"2087",47,1984,11,14.2318951109769
"2088",47,1984,12,0.0611355284192308
"2089",47,1985,1,9.76895034048208
"2090",47,1985,2,0.000533074044461538
"2091",47,1985,3,11.8096693770008
"2092",47,1985,4,0.0957037564846154
"2093",47,1985,5,5.62778269992308
"2094",47,1985,6,7.94914804056308
"2095",47,1985,7,55.6512645971492
"2096",47,1985,8,6.08088855806923
"2097",47,1985,9,11.3806602768308
"2098",47,1985,10,18.3854633563608
"2099",47,1985,11,0.291692806761538
"2100",47,1985,12,0.5736203269395
"2101",47,1986,1,0.0103512887538462
"2102",47,1986,2,4.87496219956351
"2103",47,1986,3,0
"2104",47,1986,4,2.56512171273077
"2105",47,1986,5,132.477655434947
"2106",47,1986,6,122.569351679562
"2107",47,1986,7,13.3939296370689
"2108",47,1986,8,36.3564180214345
"2109",47,1986,9,7.09230484443231
"2110",47,1986,10,9.00359952196077
"2111",47,1986,11,0.752597292457692
"2112",47,1986,12,1.07439629068154
"2113",47,1987,1,0.713330044162077
"2114",47,1987,2,10.2242950883515
"2115",47,1987,3,13.6838839927404
"2116",47,1987,4,3.79569830184077
"2117",47,1987,5,66.4751988641544
"2118",47,1987,6,41.0449238465692
"2119",47,1987,7,414.593968510384
"2120",47,1987,8,197.256139310394
"2121",47,1987,9,6.24621088232308
"2122",47,1987,10,17.2055957362088
"2123",47,1987,11,0.347582976366462
"2124",47,1987,12,1.13535820790377
"2125",47,1988,1,0.125949497861538
"2126",47,1988,2,6.66391094837262
"2127",47,1988,3,0.0978414074184615
"2128",47,1988,4,0
"2129",47,1988,5,0.196341578861538
"2130",47,1988,6,10.8369819687423
"2131",47,1988,7,28.6391524784092
"2132",47,1988,8,31.2952118050955
"2133",47,1988,9,15.3897980454919
"2134",47,1988,10,0
"2135",47,1988,11,9.14457512846377
"2136",47,1988,12,12.3529721841719
"2137",47,1989,1,11.5862685341585
"2138",47,1989,2,0.283204141056846
"2139",47,1989,3,0.479730047230769
"2140",47,1989,4,9.21967416923077
"2141",47,1989,5,56.9863739769231
"2142",47,1989,6,8.46136532166154
"2143",47,1989,7,65.9356423446538
"2144",47,1989,8,113.827151152085
"2145",47,1989,9,32.2272977537512
"2146",47,1989,10,0
"2147",47,1989,11,0.0141306606153846
"2148",47,1989,12,3.83062121901923
"2149",47,1990,1,0.410198265030769
"2150",47,1990,2,3.06935272313338
"2151",47,1990,3,6.76141810299231
"2152",47,1990,4,5.37419253807692
"2153",47,1990,5,4.30436787084615
"2154",47,1990,6,13.4704884352077
"2155",47,1990,7,32.7026530947462
"2156",47,1990,8,23.9159484265162
"2157",47,1990,9,32.3158861672308
"2158",47,1990,10,4.44743360252877
"2159",47,1990,11,0.00554905143846154
"2160",47,1990,12,2.45195138577769
"2161",47,1991,1,0.0198057359746154
"2162",47,1991,2,0.103085364268369
"2163",47,1991,3,0.0510951695538462
"2164",47,1991,4,25.6115988213154
"2165",47,1991,5,79.6298249701639
"2166",47,1991,6,143.787089838641
"2167",47,1991,7,107.976354742303
"2168",47,1991,8,11.3877569659578
"2169",47,1991,9,58.7136584854038
"2170",47,1991,10,2.67577641227554
"2171",47,1991,11,2.74147319844615
"2172",47,1991,12,8.34039410206462
"2173",47,1992,1,0.169037585940808
"2174",47,1992,2,2.82542060067282
"2175",47,1992,3,21.5994717945331
"2176",47,1992,4,38.8022614038988
"2177",47,1992,5,59.6416923989401
"2178",47,1992,6,200.70554686704
"2179",47,1992,7,20.1867542914223
"2180",47,1992,8,64.3243354876154
"2181",47,1992,9,5.54197340938692
"2182",47,1992,10,0.0338559553664615
"2183",47,1992,11,14.0147773
"2184",47,1992,12,0.120791179730769
"2185",47,1993,1,0.618875481837077
"2186",47,1993,2,13.0805950812216
"2187",47,1993,3,0
"2188",47,1993,4,43.0876800199236
"2189",47,1993,5,172.443761872841
"2190",47,1993,6,15.4559146084615
"2191",47,1993,7,43.4909702747485
"2192",47,1993,8,22.30209944
"2193",47,1993,9,10.6728285890462
"2194",47,1993,10,1.889607136469
"2195",47,1993,11,0.749671883076923
"2196",47,1993,12,0.118453474469231
"2197",47,1994,1,0.0324255821301538
"2198",47,1994,2,2.33133393863498
"2199",47,1994,3,0
"2200",47,1994,4,5.31650962465254
"2201",47,1994,5,15.5133069918923
"2202",47,1994,6,16.2002171983885
"2203",47,1994,7,82.8138436169377
"2204",47,1994,8,12.5828365222147
"2205",47,1994,9,2.60198795075385
"2206",47,1994,10,4.13624115835
"2207",47,1994,11,0.877660678461539
"2208",47,1994,12,0
"2209",47,1995,1,26.1812140839615
"2210",47,1995,2,0.382353515731292
"2211",47,1995,3,0.578664971969231
"2212",47,1995,4,21.1097528870769
"2213",47,1995,5,0.291471918692308
"2214",47,1995,6,38.9054426335154
"2215",47,1995,7,32.1912157932977
"2216",47,1995,8,15.4100549481038
"2217",47,1995,9,22.5611608562215
"2218",47,1995,10,1.47152853307692
"2219",47,1995,11,1.81466673934615
"2220",47,1995,12,17.5526236544385
"2221",47,1996,1,5.640466006974
"2222",47,1996,2,0.0568210695861538
"2223",47,1996,3,0.0553463770177769
